acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
fa,1,1192,956,"corpus callosum, anterior forceps","[997, 1009, 983, 776, 956]","[184527634, 691663206]","[204, 204, 204]"
ec,1,1193,579,external capsule,"[997, 1009, 983, 776, 956, 579]","[184527634, 691663206]","[204, 204, 204]"
ee,1,1194,964,"corpus callosum, extreme capsule","[997, 1009, 983, 776, 964]","[184527634, 691663206]","[204, 204, 204]"
ccg,1,1195,1108,genu of corpus callosum,"[997, 1009, 983, 776, 1108]","[184527634, 691663206]","[204, 204, 204]"
fp,1,1196,971,"corpus callosum, posterior forceps","[997, 1009, 983, 776, 971]","[184527634, 691663206]","[204, 204, 204]"
ccb,1,1198,484682516,"corpus callosum, body","[997, 1009, 983, 776, 484682516]","[184527634, 691663206]","[204, 204, 204]"
ccs,1,1199,986,"corpus callosum, splenium","[997, 1009, 983, 776, 986]","[184527634, 691663206]","[204, 204, 204]"
cst,1,1200,784,corticospinal tract,"[997, 1009, 983, 784]","[184527634, 691663206]","[204, 204, 204]"
int,1,1201,6,internal capsule,"[997, 1009, 983, 784, 6]","[184527634, 691663206]","[204, 204, 204]"
cpd,1,1202,924,cerebal peduncle,"[997, 1009, 983, 784, 924]","[184527634, 691663206]","[204, 204, 204]"
py,1,1207,190,pyramid,"[997, 1009, 983, 784, 190]","[184527634, 691663206]","[204, 204, 204]"
pyd,1,1208,198,pyramidal decussation,"[997, 1009, 983, 784, 198]","[184527634, 691663206]","[204, 204, 204]"
lfbst,1,1211,896,thalamus related,"[997, 1009, 983, 896]","[184527634, 691663206]","[204, 204, 204]"
em,1,1212,1092,external medullary lamina of the thalamus,"[997, 1009, 983, 896, 1092]","[184527634, 691663206]","[204, 204, 204]"
or,1,1216,484682520,optic radiation,"[997, 1009, 983, 896, 484682520]","[184527634, 691663206]","[204, 204, 204]"
ar,1,1217,484682524,auditory radiation,"[997, 1009, 983, 896, 484682524]","[184527634, 691663206]","[204, 204, 204]"
eps,1,1218,1000,extrapyramidal fiber systems,"[997, 1009, 1000]","[184527634, 691663206]","[204, 204, 204]"
epsc,1,1219,760,cerebral nuclei related,"[997, 1009, 1000, 760]","[184527634, 691663206]","[204, 204, 204]"
nst,1,1221,102,nigrostriatal tract,"[997, 1009, 1000, 760, 102]","[184527634, 691663206]","[204, 204, 204]"
tsp,1,1226,877,tectospinal pathway,"[997, 1009, 1000, 877]","[184527634, 691663206]","[204, 204, 204]"
tspd,1,1227,1051,direct tectospinal pathway,"[997, 1009, 1000, 877, 1051]","[184527634, 691663206]","[204, 204, 204]"
dtd,1,1228,1060,doral tegmental decussation,"[997, 1009, 1000, 877, 1060]","[184527634, 691663206]","[204, 204, 204]"
tspc,1,1229,1043,crossed tectospinal pathway,"[997, 1009, 1000, 877, 1043]","[184527634, 691663206]","[204, 204, 204]"
rust,1,1230,863,rubrospinal tract,"[997, 1009, 1000, 863]","[184527634, 691663206]","[204, 204, 204]"
vtd,1,1231,397,ventral tegmental decussation,"[997, 1009, 1000, 863, 397]","[184527634, 691663206]","[204, 204, 204]"
mfbs,1,1238,991,medial forebrain bundle system,"[997, 1009, 991]","[184527634, 691663206]","[204, 204, 204]"
mfbc,1,1239,768,cerebrum related,"[997, 1009, 991, 768]","[184527634, 691663206]","[204, 204, 204]"
amc,1,1240,884,amygdalar capsule,"[997, 1009, 991, 768, 884]","[184527634, 691663206]","[204, 204, 204]"
act,1,1242,908,"anterior commissure, temporal limb","[997, 1009, 991, 768, 908]","[184527634, 691663206]","[204, 204, 204]"
cing,1,1243,940,cingulum bundle,"[997, 1009, 991, 768, 940]","[184527634, 691663206]","[204, 204, 204]"
fxs,1,1244,1099,fornix system,"[997, 1009, 991, 768, 1099]","[184527634, 691663206]","[204, 204, 204]"
alv,1,1245,466,alveus,"[997, 1009, 991, 768, 1099, 466]","[184527634, 691663206]","[204, 204, 204]"
df,1,1246,530,dorsal fornix,"[997, 1009, 991, 768, 1099, 530]","[184527634, 691663206]","[204, 204, 204]"
fi,1,1247,603,fimbria,"[997, 1009, 991, 768, 1099, 603]","[184527634, 691663206]","[204, 204, 204]"
fxpo,1,1250,737,postcommissural fornix,"[997, 1009, 991, 768, 1099, 737]","[184527634, 691663206]","[204, 204, 204]"
mct,1,1251,428,medial corticohypothalamic tract,"[997, 1009, 991, 768, 1099, 737, 428]","[184527634, 691663206]","[204, 204, 204]"
fx,1,1252,436,columns of the fornix,"[997, 1009, 991, 768, 1099, 737, 436]","[184527634, 691663206]","[204, 204, 204]"
hc,1,1253,618,hippocampal commissures,"[997, 1009, 991, 768, 1099, 618]","[184527634, 691663206]","[204, 204, 204]"
dhc,1,1254,443,dorsal hippocampal commissure,"[997, 1009, 991, 768, 1099, 618, 443]","[184527634, 691663206]","[204, 204, 204]"
vhc,1,1255,449,ventral hippocampal commissure,"[997, 1009, 991, 768, 1099, 618, 449]","[184527634, 691663206]","[204, 204, 204]"
st,1,1259,301,stria terminalis,"[997, 1009, 991, 768, 301]","[184527634, 691663206]","[204, 204, 204]"
stc,1,1260,484682528,commissural branch of stria terminalis,"[997, 1009, 991, 768, 301, 484682528]","[184527634, 691663206]","[204, 204, 204]"
mfsbshy,1,1261,824,hypothalamus related,"[997, 1009, 991, 824]","[184527634, 691663206]","[204, 204, 204]"
mfb,1,1262,54,medial forebrain bundle,"[997, 1009, 991, 824, 54]","[184527634, 691663206]","[204, 204, 204]"
sup,1,1265,349,supraoptic commissures,"[997, 1009, 991, 824, 349]","[184527634, 691663206]","[204, 204, 204]"
mfbsma,1,1277,46,mammillary related,"[997, 1009, 991, 824, 46]","[184527634, 691663206]","[204, 204, 204]"
pm,1,1278,753,principal mammillary tract,"[997, 1009, 991, 824, 46, 753]","[184527634, 691663206]","[204, 204, 204]"
mtt,1,1279,690,mammillothalamic tract,"[997, 1009, 991, 824, 46, 690]","[184527634, 691663206]","[204, 204, 204]"
mtg,1,1280,681,mammillotegmental tract,"[997, 1009, 991, 824, 46, 681]","[184527634, 691663206]","[204, 204, 204]"
mp,1,1281,673,mammillary peduncle,"[997, 1009, 991, 824, 46, 673]","[184527634, 691663206]","[204, 204, 204]"
mfbse,1,1284,1083,epithalamus related,"[997, 1009, 991, 824, 1083]","[184527634, 691663206]","[204, 204, 204]"
sm,1,1285,802,stria medullaris,"[997, 1009, 991, 824, 1083, 802]","[184527634, 691663206]","[204, 204, 204]"
fr,1,1286,595,fasciculus retroflexus,"[997, 1009, 991, 824, 1083, 595]","[184527634, 691663206]","[204, 204, 204]"
hbc,1,1287,611,habenular commissure,"[997, 1009, 991, 824, 1083, 611]","[184527634, 691663206]","[204, 204, 204]"
VS,1,1292,73,ventricular systems,"[997, 73]",[691663206],"[170, 170, 170]"
VL,1,1293,81,lateral ventricle,"[997, 73, 81]",[691663206],"[170, 170, 170]"
SEZ,1,1295,98,subependymal zone,"[997, 73, 81, 98]","[10, 184527634, 691663206]","[170, 170, 170]"
chpl,1,1296,108,choroid plexus,"[997, 73, 81, 108]","[10, 184527634, 691663206]","[170, 170, 170]"
V3,1,1299,129,third ventricle,"[997, 73, 129]","[10, 691663206]","[170, 170, 170]"
AQ,1,1300,140,cerebral aqueduct,"[997, 73, 140]",[691663206],"[170, 170, 170]"
V4,1,1301,145,fourth ventricle,"[997, 73, 145]",[691663206],"[170, 170, 170]"
V4r,1,1302,153,lateral recess,"[997, 73, 145, 153]",[691663206],"[170, 170, 170]"
c,1,1303,164,"central canal, spinal cord/medulla","[997, 73, 164]",[691663206],"[170, 170, 170]"
